name,NGC,NCC,OC,Hindex,i10,ALIS Score for rho between 0.0 to 0.1,(Normalized)ALIS Score for rho between 0.0 to 0.1,ALIS Score for rho between 0.1to 0.99,(Normalized) ALIS Score for rho between 0.1to 0.99,Rank
A4612,0.515942,0.498551,0.991304,0.3,0.1,1.94E+50,0.6046,66525.67915,0.6102,6777
A7077,0.278481,0.731646,0.994937,0.5,0.533333333,1.85E+50,0.5758,66523.3332,0.6102,6778
A9333,0.264615,0.778462,1,0.4,0.533333333,1.93E+50,0.6016,66522.39376,0.6102,6779
A6954,0.530612,0.484694,1,0.266666667,0.1,1.79E+50,0.5588,66490.00545,0.6099,6780
A9311,0.269231,0.980769,0.961538,0.2,0.1,1.91E+50,0.5970,66480.45894,0.6098,6781
A5782,0.234273,0.831887,0.990239,0.566666667,0.633333333,1.92E+50,0.5994,66473.84361,0.6097,6782
A1598,0.919336,0.194543,0.995255,0.766666667,0.833333333,1.91E+50,0.5955,66455.77553,0.6095,6783
A5110,0.279022,0.755601,0.971487,0.466666667,0.5,1.93E+50,0.6021,66451.42571,0.6095,6784
A2774,0.353774,0.754717,0.962264,0.333333333,0.066666667,1.93E+50,0.6007,66448.13041,0.6095,6785
A3142,0.710526,0.388158,0.9375,0.333333333,0.066666667,1.93E+50,0.6018,66438.59589,0.6094,6786
A9455,0.192189,0.896197,0.998972,0.866666667,1,1.91E+50,0.5949,66435.19502,0.6094,6787
A5079,0.780069,0.252005,0.998855,0.533333333,0.6,1.92E+50,0.6003,66434.31937,0.6093,6788
A5819,0.914634,0.703252,0.939024,0.266666667,0,1.13E+49,0.0352,66426.92116,0.6093,6789
A6444,0.232172,0.797678,0.998342,0.7,0.766666667,1.92E+50,0.5989,66426.16539,0.6093,6790
A6218,0.231939,0.770596,1,0.833333333,0.9,1.92E+50,0.5988,66421.63114,0.6092,6791
A2986,0.179648,0.968593,0.988693,0.866666667,0.9,1.90E+50,0.5931,66419.70488,0.6092,6792
A7655,0.326531,0.816327,1,0.2,0.066666667,1.92E+50,0.5983,66413.81838,0.6092,6793
A6496,0.89313,0.212468,0.928753,0.866666667,0.9,1.91E+50,0.5971,66413.44305,0.6092,6794
A1093,0.197802,0.879121,0.995604,0.9,0.933333333,1.91E+50,0.5954,66411.37473,0.6091,6795
A6024,0.204738,0.964467,0.928934,0.7,0.7,1.91E+50,0.5960,66400.17386,0.6090,6796
A2784,0.223108,0.982736,0.877822,0.5,0.666666667,1.88E+50,0.5858,66393.81315,0.6090,6797
A5199,0.428161,0.609195,0.991379,0.333333333,0.066666667,1.93E+50,0.6017,66390.15111,0.6089,6798
A643,0.259615,0.788462,0.996795,0.433333333,0.5,1.92E+50,0.6002,66387.82074,0.6089,6799
A3506,0.180743,0.984797,0.993243,0.766666667,0.766666667,1.90E+50,0.5929,66387.04309,0.6089,6800
A6999,0.292453,0.726415,1,0.366666667,0.433333333,1.93E+50,0.6017,66381.18573,0.6089,6801
A9965,0.559322,0.457627,1,0.2,0.133333333,1.93E+50,0.6031,66372.47725,0.6088,6802
A3422,0.76893,0.244125,0.998695,0.6,0.8,1.92E+50,0.5993,66369.66725,0.6088,6803
A2468,0.242857,0.771429,0.998214,0.7,0.7,1.92E+50,0.5992,66368.50986,0.6087,6804
A2570,0.256818,0.756818,0.997727,0.566666667,0.633333333,1.92E+50,0.6001,66363.39203,0.6087,6805
A7762,0.827858,0.235217,0.961892,0.666666667,0.7,1.92E+50,0.5987,66360.7104,0.6087,6806
A5922,0.221239,0.902655,0.94469,0.633333333,0.633333333,1.92E+50,0.5973,66358.92844,0.6087,6807
A8109,0.241771,0.805902,0.990919,0.5,0.7,1.92E+50,0.5989,66358.49379,0.6087,6808
A500,0.8125,0.267045,0.977273,0.366666667,0.4,1.92E+50,0.6000,66354.63916,0.6086,6809
A6638,0.205692,0.905563,0.957309,0.8,0.8,1.91E+50,0.5957,66339.60492,0.6085,6810
A4413,0.269767,0.897674,0.883721,0.366666667,0.366666667,1.92E+50,0.6001,66337.74857,0.6085,6811
A8520,0.62069,0.435345,0.965517,0.3,0.066666667,1.93E+50,0.6014,66331.97916,0.6084,6812
A4762,0.855646,0.209546,0.96624,0.933333333,0.933333333,1.91E+50,0.5960,66328.99603,0.6084,6813
A6712,0.221003,0.873041,0.970219,0.633333333,0.666666667,1.91E+50,0.5968,66306.06432,0.6082,6814
A4283,0.749495,0.274747,0.985859,0.466666667,0.5,1.93E+50,0.6005,66302.46079,0.6081,6815
A4474,0.956098,0.206504,0.993496,0.466666667,0.5,1.91E+50,0.5947,66297.52539,0.6081,6816
A6117,0.222482,0.864169,1,0.533333333,0.6,1.91E+50,0.5966,66295.40411,0.6081,6817
A3434,0.212121,0.995671,0.885281,0.633333333,0.633333333,1.91E+50,0.5958,66294.73909,0.6081,6818
A2084,0.236749,0.865724,0.968198,0.5,0.5,1.92E+50,0.5978,66294.19859,0.6081,6819
A7784,0.239278,0.89842,0.902935,0.533333333,0.6,1.85E+50,0.5770,66287.71184,0.6080,6820
A524,0.243902,0.76372,1,0.7,0.7,1.92E+50,0.5985,66275.29021,0.6079,6821
A905,0.791186,0.244491,1,0.5,0.666666667,1.92E+50,0.5983,66273.6122,0.6079,6822
A8369,0.893258,0.97191,0.691011,0.2,0,1.11E+49,0.0348,66270.34372,0.6078,6823
A9439,0.902778,0.222222,0.946759,0.6,0.6,1.91E+50,0.5966,66267.61996,0.6078,6824
A9127,0.218673,0.832924,0.9914,0.733333333,0.8,1.91E+50,0.5963,66260.74205,0.6078,6825
A2331,0.445313,0.570313,1,0.266666667,0.1,1.93E+50,0.6016,66259.98418,0.6077,6826
A6911,0.278638,0.727554,1,0.466666667,0.5,1.92E+50,0.6002,66253.86597,0.6077,6827
A4967,0.285714,0.827068,1,0.266666667,0.166666667,1.92E+50,0.5981,66244.63075,0.6076,6828
A9290,0.192025,0.950682,0.941238,0.833333333,0.966666667,1.90E+50,0.5933,66243.58483,0.6076,6829
A730,0.217993,0.920415,0.979239,0.4,0.6,1.91E+50,0.5954,66234.91029,0.6075,6830
A2089,0.201835,0.892966,0.989806,0.766666667,0.766666667,1.91E+50,0.5942,66229.97995,0.6075,6831
A429,0.19403,0.962687,0.975746,0.666666667,0.666666667,1.90E+50,0.5932,66224.79144,0.6074,6832
A8713,0.261752,0.742521,0.998932,0.533333333,0.633333333,1.92E+50,0.5991,66223.45346,0.6074,6833
A935,1,0.275362,0.927536,0.166666667,0.1,1.91E+50,0.5947,66217.94711,0.6074,6834
A2234,0.287197,0.716263,1,0.433333333,0.466666667,1.92E+50,0.6002,66216.10587,0.6073,6835
A1791,0.640777,0.475728,0.902913,0.3,0.033333333,1.92E+50,0.5987,66212.01797,0.6073,6836
A9998,0.710084,0.365546,1,0.266666667,0.066666667,1.92E+50,0.5984,66209.59202,0.6073,6837
A3018,0.256236,0.748299,0.997732,0.6,0.633333333,1.92E+50,0.5986,66198.23586,0.6072,6838
A233,0.314815,0.805556,0.990741,0.233333333,0.1,1.92E+50,0.5975,66192.57499,0.6071,6839
A9788,0.223368,0.850515,0.996564,0.566666667,0.633333333,1.91E+50,0.5959,66189.70897,0.6071,6840
A9467,0.633523,0.383523,1,0.3,0.133333333,1.93E+50,0.6009,66188.26904,0.6071,6841
A9431,0.715026,0.362694,0.979275,0.233333333,0.1,1.92E+50,0.5993,66180.02663,0.6070,6842
A172,0.353535,0.886364,0.810606,0.333333333,0.066666667,1.92E+50,0.5985,66176.89428,0.6070,6843
A7860,0.996047,0.225296,1,0.333333333,0.166666667,1.90E+50,0.5931,66173.85352,0.6070,6844
A3284,0.294521,0.726027,1,0.366666667,0.366666667,1.92E+50,0.5998,66173.43228,0.6070,6845
A5043,0.237903,0.883065,0.953629,0.4,0.533333333,1.91E+50,0.5966,66166.07226,0.6069,6846
A2421,0.235294,0.98452,0.900929,0.366666667,0.366666667,1.91E+50,0.5957,66157.17003,0.6068,6847
A4290,0.899351,0.217532,0.996753,0.5,0.5,1.78E+50,0.5542,66155.87218,0.6068,6848
A3856,0.24359,0.785256,0.997863,0.6,0.6,1.92E+50,0.5973,66151.66473,0.6068,6849
A5252,0.275568,0.741477,1,0.433333333,0.466666667,1.92E+50,0.5990,66142.59808,0.6067,6850
A1183,0.841096,0.213699,0.99589,0.766666667,0.766666667,1.91E+50,0.5947,66141.45949,0.6067,6851
A1493,0.660777,0.388693,1,0.3,0.066666667,1.92E+50,0.5986,66139.29168,0.6066,6852
A4371,0.320158,0.806324,0.932806,0.233333333,0.166666667,1.92E+50,0.5989,66139.14174,0.6066,6853
A9505,0.27,0.9,0.98,0.266666667,0.133333333,1.91E+50,0.5955,66132.78639,0.6066,6854
A2575,0.991643,0.206128,0.958217,0.466666667,0.466666667,1.90E+50,0.5932,66130.97589,0.6066,6855
A7624,0.294944,0.72191,0.994382,0.366666667,0.4,1.92E+50,0.5996,66130.63057,0.6066,6856
A5232,0.222222,0.829293,0.990909,0.533333333,0.933333333,1.91E+50,0.5953,66126.85934,0.6065,6857
A6719,0.978041,0.221284,0.905405,0.4,0.6,1.91E+50,0.5949,66126.30505,0.6065,6858
A3602,0.837662,0.993506,0.698052,0.266666667,0,1.11E+49,0.0347,66122.64801,0.6065,6859
A4716,0.721311,0.442623,0.918033,0.133333333,0.033333333,1.91E+50,0.5955,66099.11009,0.6063,6860
A3302,0.340541,0.772973,0.945946,0.266666667,0.1,1.92E+50,0.5982,66093.05107,0.6062,6861
A4155,0.442029,0.594203,1,0.166666667,0.1,1.92E+50,0.5992,66081.63149,0.6061,6862
A9187,0.209469,0.92109,0.931133,0.7,0.766666667,1.90E+50,0.5937,66071.37607,0.6060,6863
A2762,0.270049,0.801964,0.94599,0.4,0.466666667,1.92E+50,0.5980,66064.55939,0.6060,6864
A2141,0.243363,0.816372,0.973451,0.533333333,0.566666667,1.91E+50,0.5965,66062.81372,0.6059,6865
A3053,0.315217,0.706522,0.997826,0.333333333,0.266666667,1.92E+50,0.5992,66061.30609,0.6059,6866
A1027,0.262799,0.860068,0.897611,0.4,0.5,1.92E+50,0.5975,66046.4009,0.6058,6867
A47,0.233021,0.771663,0.998829,0.666666667,0.9,1.91E+50,0.5955,66040.35268,0.6057,6868
A5049,0.310127,0.968354,0.829114,0.233333333,0.1,1.91E+50,0.5958,66020.12747,0.6055,6869
A7319,0.428571,0.642857,1,0.133333333,0.066666667,1.91E+50,0.5966,66006.37328,0.6054,6870
A9477,0.849398,0.198795,0.995984,0.933333333,1,1.90E+50,0.5919,66001.75619,0.6054,6871
A6336,0.207131,0.991511,0.906621,0.5,0.7,1.90E+50,0.5925,65995.26415,0.6053,6872
A6565,0.198361,0.963934,0.947541,0.566666667,0.766666667,1.90E+50,0.5916,65982.19538,0.6052,6873
A7654,0.357143,0.785714,0.940476,0.133333333,0.1,1.91E+50,0.5962,65969.99452,0.6051,6874
A3914,0.962085,0.208531,0.983412,0.433333333,0.433333333,1.90E+50,0.5918,65954.80357,0.6049,6875
A3069,0.214907,0.806211,0.992547,0.9,0.9,1.90E+50,0.5932,65954.34997,0.6049,6876
A1792,0.785714,0.326531,1,0.166666667,0.1,1.91E+50,0.5952,65951.41777,0.6049,6877
A1875,0.287554,0.849785,0.995708,0.266666667,0.1,1.91E+50,0.5942,65947.42052,0.6049,6878
A8309,0.239241,0.792405,0.991139,0.466666667,0.8,1.91E+50,0.5951,65947.33643,0.6049,6879
A7491,0.867292,0.198391,0.995979,0.866666667,0.866666667,1.90E+50,0.5914,65942.06116,0.6048,6880
A1811,0.709273,0.293233,1,0.366666667,0.433333333,1.92E+50,0.5977,65928.9807,0.6047,6881
A8329,0.225647,0.791615,0.998767,0.733333333,0.8,1.90E+50,0.5926,65925.07037,0.6047,6882
A70,0.622047,0.433071,0.984252,0.2,0.066666667,1.91E+50,0.5969,65922.35804,0.6047,6883
A3817,0.286713,0.902098,0.951049,0.333333333,0.066666667,1.90E+50,0.5929,65921.56211,0.6046,6884
A4036,0.192208,0.920779,0.979221,0.733333333,0.866666667,1.89E+50,0.5904,65920.45034,0.6046,6885
A4472,0.296703,0.804945,0.986264,0.3,0.133333333,1.91E+50,0.5955,65915.84295,0.6046,6886
A4734,0.79661,0.728814,0.991525,0.266666667,0,5.94E+48,0.0185,65914.91271,0.6046,6887
A2027,0.177419,0.950538,0.994624,0.866666667,0.9,1.89E+50,0.5884,65912.23687,0.6046,6888
A3328,0.411765,0.720588,0.955882,0.166666667,0.033333333,1.90E+50,0.5936,65908.63305,0.6045,6889
A6823,0.235772,0.834146,0.98374,0.5,0.533333333,1.91E+50,0.5943,65893.22631,0.6044,6890
A5769,0.209003,0.905145,1,0.533333333,0.533333333,1.90E+50,0.5916,65882.09946,0.6043,6891
A8826,0.947115,0.211538,0.990385,0.4,0.433333333,1.90E+50,0.5913,65875.75192,0.6042,6892
A2445,0.350877,0.789474,1,0.1,0.066666667,1.90E+50,0.5925,65864.4103,0.6041,6893
A8628,0.337838,0.864865,0.878378,0.166666667,0.1,1.91E+50,0.5951,65859.99472,0.6041,6894
A9147,0.325,0.8375,0.9125,0.233333333,0.1,1.91E+50,0.5953,65859.1329,0.6041,6895
A6144,0.180851,0.989362,1,0.633333333,0.633333333,1.89E+50,0.5880,65843.22875,0.6039,6896
A5498,0.234513,0.788717,0.987832,0.633333333,0.733333333,1.90E+50,0.5939,65840.51709,0.6039,6897
A2205,0.901082,0.210201,0.930448,0.766666667,0.766666667,1.90E+50,0.5918,65839.02877,0.6039,6898
A8821,0.216799,0.788876,1,0.9,0.9,1.90E+50,0.5922,65818.5256,0.6037,6899
A1358,0.242967,0.796675,0.998721,0.5,0.533333333,1.90E+50,0.5941,65813.32164,0.6037,6900
A4043,0.801242,0.246377,0.995859,0.4,0.566666667,1.91E+50,0.5942,65812.19804,0.6036,6901
A588,0.194279,0.922527,0.977354,0.633333333,0.866666667,1.89E+50,0.5897,65811.00977,0.6036,6902
A1172,0.357143,0.657143,1,0.233333333,0.2,1.92E+50,0.5973,65804.0822,0.6036,6903
A462,0.213725,0.935294,0.921569,0.533333333,0.7,1.90E+50,0.5916,65798.76742,0.6035,6904
A3578,0.237668,0.96861,0.995516,0.233333333,0.166666667,1.89E+50,0.5903,65791.2901,0.6034,6905
A6323,0.748201,0.345324,0.992806,0.233333333,0.066666667,1.90E+50,0.5938,65785.49795,0.6034,6906
A1936,0.230599,0.866962,0.993348,0.4,0.466666667,1.90E+50,0.5926,65784.10705,0.6034,6907
A475,0.230337,0.844569,0.949438,0.566666667,0.7,1.89E+50,0.5888,65773.96584,0.6033,6908
A9252,0.187783,0.933258,0.959276,0.866666667,0.9,1.89E+50,0.5887,65772.3239,0.6033,6909
A9702,0.206166,0.976879,0.942197,0.4,0.633333333,1.89E+50,0.5901,65760.65224,0.6032,6910
A1320,0.198973,0.898588,0.974326,0.733333333,0.8,1.89E+50,0.5898,65754.56798,0.6031,6911
A3942,0.207778,0.823333,1,0.766666667,0.966666667,1.89E+50,0.5907,65749.05938,0.6031,6912
A1052,0.188482,0.934031,0.958115,0.833333333,0.9,1.89E+50,0.5885,65747.76131,0.6030,6913
A3443,0.213465,0.863711,0.970443,0.7,0.7,1.90E+50,0.5913,65743.53694,0.6030,6914
A6721,0.400651,0.615635,0.990228,0.3,0.1,1.88E+50,0.5862,65741.63845,0.6030,6915
A4881,0.233333,0.816667,1,0.533333333,0.533333333,1.90E+50,0.5927,65738.01671,0.6030,6916
A6671,0.214178,0.963801,0.914027,0.4,0.7,1.89E+50,0.5908,65731.65421,0.6029,6917
A4435,0.754777,0.267516,0.984076,0.4,0.533333333,1.91E+50,0.5948,65725.30154,0.6028,6918
A3305,0.875,0.708333,1,0.1,0,1.10E+49,0.0344,65725.01865,0.6028,6919
A3270,0.7,0.35,0.9875,0.233333333,0.133333333,1.91E+50,0.5956,65720.92355,0.6028,6920
A6420,0.243781,0.905473,0.975124,0.3,0.266666667,1.90E+50,0.5918,65718.13189,0.6028,6921
A9547,0.27193,0.877193,0.942982,0.333333333,0.166666667,1.90E+50,0.5931,65714.3972,0.6027,6922
A4731,0.226308,0.826025,0.977369,0.5,0.833333333,1.90E+50,0.5920,65710.60532,0.6027,6923
A9707,0.923077,0.692308,1,0.066666667,0,1.10E+49,0.0343,65709.33191,0.6027,6924
A6734,0.242105,0.842105,0.989474,0.4,0.4,1.90E+50,0.5926,65699.7145,0.6026,6925
A1650,0.26875,0.75,0.984375,0.4,0.533333333,1.91E+50,0.5946,65685.57882,0.6025,6926
A3575,0.223317,0.81445,0.981938,0.7,0.733333333,1.90E+50,0.5917,65684.92726,0.6025,6927
A4800,0.231003,0.806991,0.995441,0.6,0.6,1.90E+50,0.5921,65680.33998,0.6024,6928
A2229,0.252174,0.86087,0.973913,0.333333333,0.3,1.90E+50,0.5925,65676.66472,0.6024,6929
A9111,0.989362,0.18883,0.958777,0.466666667,0.833333333,1.88E+50,0.5876,65676.37091,0.6024,6930
A3538,0.732283,0.866142,0.92126,0.2,0,1.11E+49,0.0345,65670.40459,0.6023,6931
A2307,0.215827,0.8037,0.997945,0.8,0.833333333,1.89E+50,0.5908,65669.19588,0.6023,6932
A2287,0.199475,0.877953,0.994751,0.733333333,0.766666667,1.89E+50,0.5882,65662.41387,0.6023,6933
A7045,0.419355,0.645161,0.951613,0.166666667,0.1,1.86E+50,0.5791,65659.25641,0.6022,6934
A8701,0.251969,0.754331,0.998425,0.466666667,0.666666667,1.90E+50,0.5933,65658.85475,0.6022,6935
A7222,0.388646,0.703057,0.991266,0.233333333,0.033333333,1.90E+50,0.5913,65655.38847,0.6022,6936
A2923,0.214896,0.836386,0.980464,0.633333333,0.866666667,1.89E+50,0.5905,65647.48111,0.6021,6937
A6006,0.227373,0.818985,0.993377,0.566666667,0.633333333,1.78E+50,0.5559,65646.61955,0.6021,6938
A8314,0.240903,0.782936,0.994981,0.5,0.666666667,1.90E+50,0.5927,65646.08583,0.6021,6939
A7510,0.18267,0.949649,0.978923,0.733333333,0.866666667,1.88E+50,0.5868,65645.2424,0.6021,6940
A6941,0.296296,0.876543,0.950617,0.2,0.1,1.90E+50,0.5915,65642.91392,0.6021,6941
A3330,0.785057,0.233333,0.991954,0.6,0.733333333,1.90E+50,0.5919,65626.01855,0.6019,6942
A708,0.186559,0.975666,0.926999,0.833333333,0.833333333,1.88E+50,0.5872,65625.62048,0.6019,6943
A1612,0.238255,0.862416,0.949664,0.433333333,0.5,1.90E+50,0.5920,65624.79054,0.6019,6944
A9993,0.79562,0.3309,0.934307,0.333333333,0.066666667,1.90E+50,0.5926,65622.68674,0.6019,6945
A9512,0.263889,0.741667,1,0.466666667,0.5,1.90E+50,0.5937,65621.23003,0.6019,6946
A1688,0.994413,0.798883,0.706704,0.3,0,1.10E+49,0.0343,65617.18043,0.6019,6947
A3682,0.186709,0.987342,0.996835,0.533333333,0.533333333,1.88E+50,0.5866,65607.92291,0.6018,6948
A8367,0.264286,0.742857,0.996429,0.466666667,0.5,1.90E+50,0.5936,65605.97805,0.6017,6949
A5665,1,0.282051,1,0.1,0.033333333,1.87E+50,0.5839,65604.9342,0.6017,6950
A3952,0.290598,0.893162,0.91453,0.3,0.1,1.90E+50,0.5913,65603.38078,0.6017,6951
A3089,0.457143,0.685714,0.914286,0.133333333,0.033333333,1.90E+50,0.5913,65597.26504,0.6017,6952
A5891,0.222462,0.802376,1,0.7,0.7,1.89E+50,0.5907,65593.74651,0.6016,6953
A6306,0.19467,0.873696,1,0.8,0.833333333,1.88E+50,0.5878,65583.69097,0.6015,6954
A7345,0.435897,0.641026,1,0.166666667,0.033333333,1.89E+50,0.5908,65577.33966,0.6015,6955
A4079,0.228369,0.775887,1,0.733333333,0.733333333,1.90E+50,0.5910,65567.648,0.6014,6956
A3310,0.763889,0.347222,0.958333,0.233333333,0.066666667,1.90E+50,0.5921,65565.77481,0.6014,6957
A7425,0.2,0.830108,1,0.9,0.966666667,1.86E+50,0.5810,65559.30794,0.6013,6958
A9909,0.776884,0.224121,1,0.666666667,0.933333333,1.89E+50,0.5905,65555.62754,0.6013,6959
A6227,0.221726,0.982143,0.879464,0.433333333,0.533333333,1.89E+50,0.5899,65555.36331,0.6013,6960
A7998,0.678161,0.390805,0.965517,0.233333333,0.066666667,1.90E+50,0.5932,65549.74559,0.6012,6961
A5242,1,0.666667,1,0.033333333,0,1.09E+49,0.0340,65543.38915,0.6012,6962
A7661,0.666667,1,1,0.033333333,0,1.09E+49,0.0340,65543.38915,0.6012,6963
A9640,1,1,0.666667,0.033333333,0,1.09E+49,0.0340,65543.38915,0.6012,6964
A455,0.219331,0.981413,1,0.266666667,0.233333333,1.88E+50,0.5875,65543.34342,0.6012,6965
A1880,0.841727,0.302158,0.985612,0.233333333,0.066666667,1.89E+50,0.5898,65537.80635,0.6011,6966
A1513,0.235207,0.769231,1,0.633333333,0.7,1.89E+50,0.5907,65534.90511,0.6011,6967
A317,0.222628,0.894161,0.967153,0.466666667,0.466666667,1.89E+50,0.5898,65531.85536,0.6011,6968
A7488,0.245847,0.890365,0.903654,0.4,0.466666667,1.90E+50,0.5917,65530.97407,0.6011,6969
A6918,0.873176,0.20202,0.962963,0.833333333,0.833333333,1.89E+50,0.5882,65524.62375,0.6010,6970
A2968,0.222222,0.839709,0.998179,0.433333333,0.7,1.89E+50,0.5898,65521.36509,0.6010,6971
A4347,0.246479,0.798122,0.983568,0.466666667,0.5,1.90E+50,0.5917,65521.14486,0.6010,6972
A5779,0.208625,0.882284,0.959207,0.7,0.766666667,1.89E+50,0.5905,65517.19365,0.6009,6973
A7642,0.5,0.625,0.9375,0.1,0.033333333,1.89E+50,0.5901,65512.30403,0.6009,6974
A1008,0.26324,0.764798,0.981308,0.4,0.5,1.90E+50,0.5926,65506.01082,0.6008,6975
A6327,0.204595,0.862144,0.985777,0.566666667,0.966666667,1.89E+50,0.5882,65505.13086,0.6008,6976
A1957,0.240964,0.907631,0.987952,0.333333333,0.2,1.89E+50,0.5892,65498.66478,0.6008,6977
A2884,0.185458,0.954689,0.918862,0.966666667,0.966666667,1.88E+50,0.5860,65494.96452,0.6007,6978
A287,0.214838,0.837713,0.979907,0.633333333,0.8,1.89E+50,0.5892,65493.90725,0.6007,6979
A4792,0.1959,0.919134,0.938497,0.766666667,0.9,1.83E+50,0.5703,65489.74052,0.6007,6980
A7066,0.953635,0.170706,0.996839,0.9,0.933333333,1.87E+50,0.5838,65487.75068,0.6007,6981
A6038,0.219697,0.831818,0.989394,0.5,0.8,1.89E+50,0.5894,65484.49753,0.6006,6982
A8075,0.870748,0.222222,0.943311,0.6,0.633333333,1.89E+50,0.5902,65480.17022,0.6006,6983
A5797,0.231975,0.846395,0.990596,0.4,0.5,1.89E+50,0.5900,65477.03144,0.6006,6984
A6186,0.234848,0.813131,0.987374,0.466666667,0.6,1.89E+50,0.5904,65463.58805,0.6004,6985
A7097,0.206349,0.939153,0.970899,0.4,0.6,1.88E+50,0.5875,65463.42482,0.6004,6986
A1778,0.60793,0.409692,1,0.3,0.066666667,1.90E+50,0.5928,65452.75443,0.6003,6987
A1693,0.171965,0.960983,1,0.833333333,0.833333333,1.87E+50,0.5833,65448.65576,0.6003,6988
A2271,0.83871,0.22434,0.970674,0.433333333,0.833333333,1.89E+50,0.5893,65436.45802,0.6002,6989
A6753,0.318182,0.767045,0.994318,0.333333333,0.066666667,1.89E+50,0.5902,65435.01887,0.6002,6990
A7405,0.192737,0.98324,0.960894,0.533333333,0.566666667,1.88E+50,0.5859,65431.12121,0.6001,6991
A2999,0.779321,0.222222,1,0.766666667,0.8,1.89E+50,0.5893,65429.14126,0.6001,6992
A4735,0.309859,0.887324,0.985915,0.166666667,0.033333333,1.88E+50,0.5856,65429.07609,0.6001,6993
A4397,0.951049,0.230769,0.857809,0.433333333,0.633333333,1.89E+50,0.5898,65427.61092,0.6001,6994
A5629,0.253275,0.772926,1,0.433333333,0.466666667,1.90E+50,0.5912,65427.44559,0.6001,6995
A5912,0.330709,0.874016,0.84252,0.233333333,0.1,1.90E+50,0.5916,65401.38632,0.5999,6996
A4151,0.240741,0.825926,0.959259,0.466666667,0.533333333,1.89E+50,0.5903,65395.30332,0.5998,6997
A8155,0.214665,0.792774,0.996812,0.733333333,0.966666667,1.89E+50,0.5882,65389.51352,0.5998,6998
A4823,0.215496,0.835351,0.997579,0.633333333,0.633333333,1.89E+50,0.5882,65387.52422,0.5997,6999
A2372,0.244,0.932,0.87,0.366666667,0.466666667,1.89E+50,0.5902,65386.73617,0.5997,7000
A5331,0.235294,0.83391,0.99654,0.366666667,0.5,1.89E+50,0.5893,65385.35771,0.5997,7001
A9417,0.36612,0.770492,0.934426,0.266666667,0.033333333,1.89E+50,0.5887,65384.40106,0.5997,7002
A5716,0.831354,0.22209,0.985748,0.466666667,0.766666667,1.89E+50,0.5885,65366.02455,0.5995,7003
A4693,0.569863,0.457534,0.99726,0.333333333,0.033333333,1.89E+50,0.5901,65362.4975,0.5995,7004
A4901,0.170561,0.990654,0.994159,0.666666667,0.833333333,1.87E+50,0.5826,65360.97867,0.5995,7005
A656,0.202153,0.964115,0.90311,0.533333333,0.833333333,1.88E+50,0.5866,65356.23805,0.5995,7006
A3804,0.199755,0.871324,0.988971,0.633333333,0.866666667,1.88E+50,0.5864,65355.45645,0.5995,7007
A4432,0.199282,0.937163,0.931777,0.666666667,0.733333333,1.88E+50,0.5863,65341.32046,0.5993,7008
A6415,0.478723,0.585106,0.957447,0.133333333,0.066666667,1.90E+50,0.5915,65339.50102,0.5993,7009
A1158,0.191824,0.889937,0.995283,0.766666667,0.766666667,1.88E+50,0.5854,65338.76261,0.5993,7010
A7610,0.226266,0.914557,0.925633,0.4,0.533333333,1.89E+50,0.5884,65336.10599,0.5993,7011
A4346,0.28913,0.752174,0.980435,0.333333333,0.266666667,1.90E+50,0.5917,65334.75582,0.5993,7012
A5751,0.376068,0.692308,0.948718,0.3,0.066666667,1.90E+50,0.5913,65322.70142,0.5992,7013
A5172,0.838235,0.338235,0.897059,0.2,0.066666667,1.89E+50,0.5894,65316.7758,0.5991,7014
A1804,0.69697,0.878788,0.969697,0.133333333,0,1.10E+49,0.0342,65316.77066,0.5991,7015
A9768,0.208524,0.817352,0.998478,0.8,0.8,1.88E+50,0.5870,65313.74064,0.5991,7016
A9135,0.197133,0.862605,0.994026,0.733333333,0.866666667,1.88E+50,0.5858,65313.38485,0.5991,7017
A9620,0.197991,0.889527,0.977044,0.666666667,0.8,1.88E+50,0.5858,65308.20891,0.5990,7018
A4030,0.180626,0.967709,0.950555,0.733333333,0.9,1.67E+50,0.5222,65293.12517,0.5989,7019
A7579,0.174551,0.990212,0.998369,0.6,0.7,1.87E+50,0.5823,65277.7765,0.5987,7020
A239,0.957447,0.192908,0.963121,0.566666667,0.633333333,1.70E+50,0.5293,65276.56481,0.5987,7021
A3941,0.186335,0.964803,0.968944,0.633333333,0.666666667,1.87E+50,0.5840,65271.2623,0.5987,7022
A5396,0.231861,0.823344,0.9653,0.533333333,0.6,1.89E+50,0.5886,65270.92455,0.5987,7023
A1934,0.189081,0.952064,0.972037,0.533333333,0.766666667,1.87E+50,0.5842,65261.68971,0.5986,7024
A5411,0.342593,0.787037,0.990741,0.2,0.033333333,1.88E+50,0.5853,65261.52929,0.5986,7025
A8444,0.4,0.783333,0.833333,0.166666667,0.066666667,1.89E+50,0.5907,65261.31688,0.5986,7026
A6431,0.216216,0.83964,1,0.533333333,0.633333333,1.88E+50,0.5871,65260.06844,0.5986,7027
A4769,0.853994,0.209366,0.966942,0.7,0.766666667,1.88E+50,0.5866,65256.79149,0.5985,7028
A4709,0.259259,0.837963,0.916667,0.4,0.4,1.89E+50,0.5900,65239.74571,0.5984,7029
A3577,0.220339,0.799435,0.997175,0.6,0.8,1.88E+50,0.5874,65238.56497,0.5984,7030
